customer_id,gender,is_female,is_senior_citizen,partner,dependents,partner_dependents,phone_service,has_phone,internet_service,has_internet,has_phone_and_internet,contract_type,payment_type,monthly_charges,total_charges,churn,has_churned,tenure,start_date,avg_monthly_charges,contract_type,phone_service,internet_service,service_type
0052-DCKON,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Bank transfer (automatic),$20.30,$224.50,No,FALSE,11,2020-08-25,$20.41,2 Year,One Line,No Internet Service,phone_only
0052-YNYOT,Male,FALSE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$75.75,"$1,929.00",No,FALSE,25,2019-06-26,$77.16,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0056-EPFBG,Male,FALSE,1,No,No,0,1,TRUE,1,TRUE,TRUE,0,Electronic check,$49.25,$91.10,Yes,TRUE,1,2021-06-25,$91.10,Month-to-Month,One Line,DSL,phone_and_internet
0057-QBUQH,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,1,Mailed check,$78.20,"$2,078.95",No,FALSE,26,2019-05-27,$79.96,1 Year,One Line,DSL,phone_and_internet
0058-EVZWM,Male,FALSE,0,Yes,Yes,3,2,TRUE,0,FALSE,FALSE,2,Credit card (automatic),$25.50,$630.60,No,FALSE,24,2019-07-27,$26.28,2 Year,Two or More Lines,No Internet Service,phone_only
0060-FUALY,Male,FALSE,0,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$61.60,"$1,611.00",No,FALSE,26,2019-05-27,$61.96,1 Year,One Line,DSL,phone_and_internet
0064-SUDOG,Male,FALSE,0,No,Yes,2,0,FALSE,1,TRUE,FALSE,0,Mailed check,$45.00,"$1,242.45",No,FALSE,27,2019-04-26,$46.02,Month-to-Month,No Phone Service,DSL,internet_only
0064-YIJGF,Male,FALSE,0,Yes,No,1,2,TRUE,1,TRUE,TRUE,2,Bank transfer (automatic),$85.15,"$6,316.20",No,FALSE,74,2015-05-28,$85.35,2 Year,Two or More Lines,DSL,phone_and_internet
0067-DKWBL,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,1,Credit card (automatic),$51.45,$727.85,No,FALSE,14,2020-05-26,$51.99,1 Year,One Line,DSL,phone_and_internet
0068-FIGTF,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,1,Electronic check,$99.25,"$3,532.00",No,FALSE,35,2018-08-26,$100.91,1 Year,One Line,Fiber Optic,phone_and_internet
0071-NDAFP,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$44.30,$44.30,No,FALSE,1,2021-06-25,$44.30,Month-to-Month,One Line,DSL,phone_and_internet
0074-HDKDG,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$94.20,"$2,607.60",No,FALSE,27,2019-04-26,$96.58,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0076-LVEPS,Male,FALSE,0,No,No,0,2,TRUE,1,TRUE,TRUE,1,Electronic check,$81.25,"$5,567.55",No,FALSE,68,2015-11-26,$81.88,1 Year,Two or More Lines,DSL,phone_and_internet
0078-XZMHT,Female,TRUE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$99.95,"$3,767.40",No,FALSE,37,2018-06-26,$101.82,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0080-EMYVY,Female,TRUE,1,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$91.55,"$3,673.60",No,FALSE,40,2018-03-27,$91.84,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0080-OROZO,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$104.50,"$4,036.85",Yes,TRUE,38,2018-05-27,$106.23,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0082-LDZUE,Female,TRUE,1,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$95.00,"$1,120.30",Yes,TRUE,11,2020-08-25,$101.85,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0082-OQIQY,Female,TRUE,0,Yes,No,1,2,TRUE,1,TRUE,TRUE,0,Electronic check,$50.35,$314.55,No,FALSE,6,2021-01-24,$52.43,Month-to-Month,Two or More Lines,DSL,phone_and_internet
0083-PIVIK,Male,FALSE,0,No,No,0,2,TRUE,1,TRUE,TRUE,0,Mailed check,$64.50,"$1,888.45",No,FALSE,29,2019-02-24,$65.12,Month-to-Month,Two or More Lines,DSL,phone_and_internet
0089-IIQKO,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Electronic check,$19.40,$529.80,No,FALSE,27,2019-04-26,$19.62,Month-to-Month,One Line,No Internet Service,phone_only
0093-EXYQL,Male,FALSE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,1,Electronic check,$104.80,"$7,308.95",No,FALSE,69,2015-10-27,$105.93,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0093-XWZFY,Female,TRUE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,1,Bank transfer (automatic),$109.40,"$6,252.70",No,FALSE,57,2016-10-26,$109.70,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0094-OIFMO,Male,FALSE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,1,Credit card (automatic),$50.30,"$2,878.55",No,FALSE,57,2016-10-26,$50.50,1 Year,One Line,DSL,phone_and_internet
0096-BXERS,Male,FALSE,0,No,No,0,2,TRUE,1,TRUE,TRUE,0,Bank transfer (automatic),$71.40,"$1,212.10",No,FALSE,16,2020-03-26,$75.76,Month-to-Month,Two or More Lines,DSL,phone_and_internet
0096-FCPUF,Female,TRUE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,2,Electronic check,$116.00,"$8,182.85",No,FALSE,70,2015-09-26,$116.90,2 Year,Two or More Lines,Fiber Optic,phone_and_internet
0098-BOWSO,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Electronic check,$19.85,$19.85,Yes,TRUE,1,2021-06-25,$19.85,Month-to-Month,One Line,No Internet Service,phone_only
0100-DUVFC,Male,FALSE,0,No,Yes,2,2,TRUE,2,TRUE,TRUE,0,Electronic check,$99.75,$99.75,Yes,TRUE,1,2021-06-25,$99.75,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0103-CSITQ,Male,FALSE,1,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Mailed check,$93.95,"$2,861.45",No,FALSE,30,2019-01-25,$95.38,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0104-PPXDV,Male,FALSE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$90.80,"$1,442.20",No,FALSE,15,2020-04-25,$96.15,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0106-GHRQR,Male,FALSE,0,Yes,No,1,2,TRUE,1,TRUE,TRUE,1,Electronic check,$84.35,"$4,059.35",Yes,TRUE,48,2017-07-27,$84.57,1 Year,Two or More Lines,DSL,phone_and_internet
0106-UGRDO,Female,TRUE,0,Yes,No,1,0,FALSE,1,TRUE,FALSE,2,Bank transfer (automatic),$58.25,"$4,145.90",No,FALSE,71,2015-08-27,$58.39,2 Year,No Phone Service,DSL,internet_only
0107-WESLM,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$107.55,"$3,645.50",No,FALSE,33,2018-10-26,$110.47,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0107-YHINA,Female,TRUE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,0,Bank transfer (automatic),$19.95,$187.75,No,FALSE,9,2020-10-25,$20.86,Month-to-Month,One Line,No Internet Service,phone_only
0111-KLBQG,Male,FALSE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$111.20,"$2,317.10",Yes,TRUE,20,2019-11-25,$115.86,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0112-QAWRZ,Male,FALSE,0,Yes,Yes,3,0,FALSE,1,TRUE,FALSE,0,Bank transfer (automatic),$40.20,"$1,448.80",Yes,TRUE,36,2018-07-27,$40.24,Month-to-Month,No Phone Service,DSL,internet_only
0112-QWPNC,Female,TRUE,1,No,No,0,1,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$85.80,"$2,193.65",No,FALSE,25,2019-06-26,$87.75,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0114-IGABW,Male,FALSE,0,No,No,0,0,FALSE,1,TRUE,FALSE,1,Mailed check,$35.40,"$1,748.90",No,FALSE,49,2017-06-26,$35.69,1 Year,No Phone Service,DSL,internet_only
0114-PEGZZ,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$73.85,$511.25,Yes,TRUE,6,2021-01-24,$85.21,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0114-RSRRW,Female,TRUE,0,Yes,Yes,3,2,TRUE,1,TRUE,TRUE,2,Mailed check,$88.10,"$5,526.75",No,FALSE,62,2016-05-27,$89.14,2 Year,Two or More Lines,DSL,phone_and_internet
0115-TFERT,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$101.35,"$1,553.95",Yes,TRUE,15,2020-04-25,$103.60,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0117-LFRMW,Female,TRUE,0,No,Yes,2,0,FALSE,1,TRUE,FALSE,0,Mailed check,$45.80,"$1,147.00",No,FALSE,25,2019-06-26,$45.88,Month-to-Month,No Phone Service,DSL,internet_only
0118-JPNOY,Male,FALSE,0,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Electronic check,$94.65,"$6,747.35",No,FALSE,71,2015-08-27,$95.03,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0121-SNYRK,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,1,Bank transfer (automatic),$20.50,$865.05,No,FALSE,42,2018-01-25,$20.60,1 Year,One Line,No Internet Service,phone_only
0122-OAHPZ,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$89.40,"$5,976.90",No,FALSE,66,2016-01-26,$90.56,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0123-CRBRT,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$86.25,$181.65,Yes,TRUE,2,2021-05-26,$90.83,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0125-LZQXK,Female,TRUE,1,No,No,0,1,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$74.85,"$3,268.05",No,FALSE,43,2017-12-26,$76.00,1 Year,One Line,DSL,phone_and_internet
0128-MKWSG,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$89.75,"$1,052.40",Yes,TRUE,11,2020-08-25,$95.67,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0129-KPTWJ,Male,FALSE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,2,Electronic check,$109.95,"$7,634.25",No,FALSE,69,2015-10-27,$110.64,2 Year,Two or More Lines,Fiber Optic,phone_and_internet
0129-QMPDR,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Mailed check,$80.20,$80.20,Yes,TRUE,1,2021-06-25,$80.20,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0130-SXOUN,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.85,$63.75,Yes,TRUE,3,2021-04-25,$21.25,Month-to-Month,One Line,No Internet Service,phone_only
0133-BMFZO,Female,TRUE,0,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Electronic check,$90.35,$190.50,No,FALSE,2,2021-05-26,$95.25,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0134-XWXCE,Female,TRUE,1,No,No,0,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$86.45,"$2,401.05",No,FALSE,27,2019-04-26,$88.93,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0135-NMXAP,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Electronic check,$20.30,$511.25,No,FALSE,25,2019-06-26,$20.45,Month-to-Month,One Line,No Internet Service,phone_only
0136-IFMYD,Female,TRUE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$101.25,"$3,949.15",No,FALSE,39,2018-04-26,$101.26,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0137-OCGAB,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$94.70,"$2,362.10",Yes,TRUE,24,2019-07-27,$98.42,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0137-UDEUO,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Mailed check,$70.90,$70.90,Yes,TRUE,1,2021-06-25,$70.90,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0139-IVFJG,Male,FALSE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,0,Electronic check,$54.20,"$1,152.70",Yes,TRUE,21,2019-10-26,$54.89,Month-to-Month,One Line,DSL,phone_and_internet
0141-YEAYS,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,2,Electronic check,$114.90,"$8,496.70",No,FALSE,73,2015-06-27,$116.39,2 Year,Two or More Lines,Fiber Optic,phone_and_internet
0142-GVYSN,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,2,Bank transfer (automatic),$19.55,$470.20,No,FALSE,24,2019-07-27,$19.59,2 Year,One Line,No Internet Service,phone_only
0147-ESWWR,Female,TRUE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$86.85,"$1,564.40",No,FALSE,18,2020-01-25,$86.91,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0148-DCDOS,Male,FALSE,0,Yes,Yes,3,2,TRUE,0,FALSE,FALSE,2,Credit card (automatic),$25.35,"$1,847.55",No,FALSE,72,2015-07-28,$25.66,2 Year,Two or More Lines,No Internet Service,phone_only
0151-ONTOV,Male,FALSE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$109.90,"$3,694.70",No,FALSE,33,2018-10-26,$111.96,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0156-FVPTA,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.95,$58.00,No,FALSE,2,2021-05-26,$29.00,Month-to-Month,One Line,No Internet Service,phone_only
0164-APGRB,Male,FALSE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Electronic check,$87.20,"$4,017.45",No,FALSE,46,2017-09-25,$87.34,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0164-XAIRP,Male,FALSE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,2,Mailed check,$108.15,"$6,825.65",No,FALSE,63,2016-04-26,$108.34,2 Year,One Line,Fiber Optic,phone_and_internet
0168-XZKBB,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,1,Bank transfer (automatic),$116.30,"$8,309.55",No,FALSE,71,2015-08-27,$117.04,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0174-QRVVY,Male,FALSE,1,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Electronic check,$89.00,$605.45,No,FALSE,6,2021-01-24,$100.91,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0177-PXBAT,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Mailed check,$74.40,"$1,972.35",No,FALSE,26,2019-05-27,$75.86,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0178-CIIKR,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.05,$33.70,No,FALSE,1,2021-06-25,$33.70,Month-to-Month,One Line,No Internet Service,phone_only
0178-SZBHO,Female,TRUE,0,No,Yes,2,0,FALSE,1,TRUE,FALSE,2,Bank transfer (automatic),$35.05,$844.45,No,FALSE,24,2019-07-27,$35.19,2 Year,No Phone Service,DSL,internet_only
0181-RITDD,Male,FALSE,1,No,No,0,1,TRUE,1,TRUE,TRUE,0,Electronic check,$74.75,"$2,111.30",No,FALSE,28,2019-03-27,$75.40,Month-to-Month,One Line,DSL,phone_and_internet
0186-CAERR,Female,TRUE,1,Yes,No,1,1,TRUE,2,TRUE,TRUE,1,Credit card (automatic),$105.50,"$6,205.50",Yes,TRUE,58,2016-09-25,$106.99,1 Year,One Line,Fiber Optic,phone_and_internet
0187-QSXOE,Male,FALSE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$85.25,$855.30,Yes,TRUE,10,2020-09-24,$85.53,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0187-WZNAB,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$75.20,$633.85,No,FALSE,8,2020-11-24,$79.23,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0188-GWFLE,Female,TRUE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$84.35,$474.90,Yes,TRUE,5,2021-02-23,$94.98,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0191-EQUUH,Female,TRUE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,1,Bank transfer (automatic),$84.45,"$5,848.60",No,FALSE,69,2015-10-27,$84.76,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0191-ZHSKZ,Female,TRUE,1,No,No,0,2,TRUE,2,TRUE,TRUE,2,Bank transfer (automatic),$102.40,"$6,471.85",No,FALSE,63,2016-04-26,$102.73,2 Year,Two or More Lines,Fiber Optic,phone_and_internet
0193-ESZXP,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,1,Credit card (automatic),$115.55,"$8,127.60",Yes,TRUE,70,2015-09-26,$116.11,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0195-IESCP,Male,FALSE,0,No,No,0,2,TRUE,0,FALSE,FALSE,1,Bank transfer (automatic),$25.30,$676.35,Yes,TRUE,26,2019-05-27,$26.01,1 Year,Two or More Lines,No Internet Service,phone_only
0196-JTUQI,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Mailed check,$19.25,$864.20,No,FALSE,44,2017-11-25,$19.64,2 Year,One Line,No Internet Service,phone_only
0196-VULGZ,Female,TRUE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,1,Mailed check,$114.65,"$6,049.50",No,FALSE,52,2017-03-27,$116.34,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0197-PNKNK,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$105.10,"$1,582.75",Yes,TRUE,15,2020-04-25,$105.52,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0201-MIBOL,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,0,Bank transfer (automatic),$19.40,$198.10,No,FALSE,10,2020-09-24,$19.81,Month-to-Month,One Line,No Internet Service,phone_only
0201-OAMXR,Female,TRUE,0,No,No,0,0,FALSE,1,TRUE,FALSE,0,Electronic check,$50.35,"$1,098.85",No,FALSE,21,2019-10-26,$52.33,Month-to-Month,No Phone Service,DSL,internet_only
0203-HHYIJ,Female,TRUE,0,Yes,No,1,0,FALSE,1,TRUE,FALSE,2,Bank transfer (automatic),$57.80,"$4,039.30",No,FALSE,69,2015-10-27,$58.54,2 Year,No Phone Service,DSL,internet_only
0206-OYVOC,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$84.30,"$2,438.60",No,FALSE,28,2019-03-27,$87.09,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0206-TBWLC,Male,FALSE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,1,Bank transfer (automatic),$100.55,"$7,113.75",No,FALSE,70,2015-09-26,$101.63,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
